gene_id	gene_name	JH.2.085.F2983.F783D	JH.2.086.5EA11.494GE	JH.2.089.H8EBA.HH51C	JH.2.090.19D3F.G36F6	JH.2.091.CAA8H.GDFG1	JH.2.092.B4F11.2H1C1	JH.2.092.B52E5.BFCBA	JH.2.093.214AE.H5A8H	JH.2.094.5HA24.CC3H4	JH.2.100.19H33.94G2C	JH.2.104.51E2H.1G93A	JH.2.107.AGD39.1CH62	JH.2.111.G645D.6C5FF
ENSG00000167646.14	DNAAF3	3	1	7	2	2	0	3	8	7	2	5	0	1
ENSG00000167653.5	PSCA	1	3	0	1	1	2	1	5	3	0	1	0	1
ENSG00000167654.18	ATCAY	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167656.5	LY6D	0	0	0	0	0	0	0	3593	2	14	0	6	0
ENSG00000167657.14	DAPK3	356	343	183.001	494	362	391.001	174.999	320	686	274	271.999	239	260.999
ENSG00000167658.16	EEF2	13524	17632.999	8962.001	20474	10886	11230.999	10910	18059	20475.001	9219.001	9020	14389	9244.999
ENSG00000167664.9	TMIGD2	2	1	0	26	4	2	3	2	0	2	2	4	0
ENSG00000167670.16	CHAF1A	76	77	70	102	132	73	71	156	120	84	56	81	72
ENSG00000167671.12	UBXN6	605	745	410	603	577	596.999	505	771.001	1123	402.999	420	710.999	526.75
ENSG00000167674.15	HDGFL2	351	403	307	331	387.999	471	374.999	255	544	310	337	261	332
ENSG00000167676.5	PLIN4	4	8	2	83	1	3	1	10	12	8	5	0	25
ENSG00000167680.17	SEMA6B	251	41	171	487	250	47	37	244	187	207	135	305.001	161.001
ENSG00000167685.15	ZNF444	106	169.999	133	110	179	146	105.999	71	177	137.999	130.001	71	131
ENSG00000167693.17	NXN	261	135	128	384	135	95.999	119	400.001	304.001	92	141.999	112	132
ENSG00000167695.15	TLCD3A	74	43	79.001	199.999	87	153.001	94	408.999	172	91.001	82.001	109	151.001
ENSG00000167699.14	GLOD4	267.001	294	173	281	309.001	289	245	260.999	397.999	179	273.999	382	336.002
ENSG00000167700.9	MFSD3	38	29	33	61	51	46	30	103	94	43	44	40	48
ENSG00000167701.14	GPT	3	2	5	7	18	14	4	37.001	3	10	4	1	7
ENSG00000167702.13	KIFC2	81	75	89	253	325.001	140.999	107	158.999	170.001	203.999	135	41.001	129.001
ENSG00000167703.15	SLC43A2	1027.999	140.01	657.038	602.041	922.516	344.066	345.017	354.314	683.625	554	630.095	1175.342	552
ENSG00000167705.12	RILP	30	31	31	78	57	43	49	73	79	49	46	96	47
ENSG00000167711.14	SERPINF2	17	36	30	110	27	11	15	43	49	16	35	26	25
ENSG00000167716.19	WDR81	699.999	533.001	541	696.999	968	559	498.999	657.999	923.001	638	616.001	653	590
ENSG00000167720.13	SRR	45	52	44	59	61	49	53	52	101.999	49	83	74	44
ENSG00000167721.11	TSR1	348.999	420.001	294.999	924	358	375.999	307	805.001	572.999	317	402	437	416.001
ENSG00000167723.15	TRPV3	80.928	14.348	100	198.825	130.2	134.601	85	393.327	87	294.724	121.495	45.506	194.098
ENSG00000167733.14	HSD11B1L	21	31	18	20	36	10.127	20	21	40.001	24	24	23	14.999
ENSG00000167740.10	CYB5D2	93	158	89	110	126.001	107	101	85	207	87	107	155	107.001
ENSG00000167741.11	GGT6	0	0	0	0	0	0	0	379	0	0	0	3	0
ENSG00000167747.16	C19orf48	122	106.03	81.07	301.243	128	177	94.999	295.123	207.15	82.045	125	131	120.045
ENSG00000167748.11	KLK1	1	0	0	4	1	3	3	28	2	1	1	1	2
ENSG00000167749.12	KLK4	2	0	2	0	0	0	0	0	2	4	8.999	5	5
ENSG00000167751.13	KLK2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000167754.13	KLK5	0	0	0	0	1	0	1	417	2	0	0	11	2
ENSG00000167755.15	KLK6	3	2	2	0	15	13	10	157	8	5	2	3	11
ENSG00000167757.14	KLK11	1	0	1	0	0	4	1	359	2	0	4	2	2
ENSG00000167759.13	KLK13	3	2	2	0	3	18	21	195	6	3	5	1	5
ENSG00000167766.20	ZNF83	461.396	821.795	582.746	821.654	949.649	588.958	694.939	222.829	679.206	502.621	1173.844	445.176	429.948
ENSG00000167767.14	KRT80	1	0	0	1	5	0	0	1661	1	7	0	14	1
ENSG00000167768.4	KRT1	2	6	3	1	75	0	0	24902	31	8	8	334	46
ENSG00000167769.5	ACER1	0	0	0	3	0	0	0	82	2	0	0	0	0
ENSG00000167770.13	OTUB1	228.999	273.999	174	414.001	295	267.001	181	420.864	414	234	227	321	232
ENSG00000167771.6	RCOR2	11	9	11	4	8	16	7	3	10	2	4	3	5
ENSG00000167772.12	ANGPTL4	68	25	61.999	901	87.999	11	8	219	184	45	55	38	32
ENSG00000167774.2	ENSG00000167774	0	4.703	43.08	16.647	10.837	4.09	0	24.484	5.926	5.052	0	8.122	15.235
ENSG00000167775.11	CD320	92	70	82	172	99	118.001	87	111	157	85.999	57	98	96
ENSG00000167778.9	SPRYD3	460.001	614.999	310	345	451.001	524	309.001	545.999	747.999	298	428	442	455.001
ENSG00000167779.9	IGFBP6	1950.999	1278	1059	282	1090.999	439.001	224	514	3995	678	1997	1212.001	808
ENSG00000167780.12	SOAT2	2	1	4	4	1	0	0	0	25	2	2	1	3
ENSG00000167785.9	ZNF558	229	262.001	216	307.001	265	306.999	270	186	402	206	295.001	268	266.999
ENSG00000167791.14	CABP2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167792.13	NDUFV1	610.998	760.998	429	898.999	798	828.999	548	870	1028	570.001	592	621	636.001
ENSG00000167797.8	CDK2AP2	128	100	205.001	231	199	139	116	159	274	178	159.999	220	206
ENSG00000167798.18	C3P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167799.10	NUDT8	10	23	9	17	10	12	13	83	34	19	13	12	12
ENSG00000167800.10	TBX10	0	0	0	1	1	0	0	0	0	1	0	0	0
ENSG00000167807.15	ENSG00000167807	1.563	2.856	11.66	7.458	15.667	10.683	3.098	4.292	21.35	9.857	17.001	5.806	6.258
ENSG00000167815.12	PRDX2	336	434.999	214	569.001	255	278	215	650	675	253	294.999	422	299.999
ENSG00000167822.3	OR8J3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167825.3	OR5I1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167840.14	ZNF232	56	98.001	50	83.999	256.001	75	69	52	89	47	66.001	60	79.001
ENSG00000167842.16	MIS12	115	140	127	299.999	134.001	154	150.999	87	225	113.999	149	193	144
ENSG00000167850.4	CD300C	55.328	6	34	56.022	55.06	16.045	21	21	32.068	45.077	49	76.053	35
ENSG00000167851.15	CD300A	233.672	11	136	311.979	209.94	28.955	29	69	105.932	113.922	247	442.947	112
ENSG00000167858.13	TEKT1	24	0	11	0	3	0	0	0	1	4	1	1	4
ENSG00000167861.16	HID1	47	48	33.999	225	36	40.001	35	41	94.001	37	27	13	53.999
ENSG00000167862.10	MRPL58	36	89	37	74	56	89	66	66	122	74	55	123	61
ENSG00000167863.12	ATP5PD	393	468.999	229.035	467	335	300.001	286.001	435	557	266	333	585	422.001
ENSG00000167874.7	TMEM88	31	7	20	27	33	9	3	4	31	17	28	31	10
ENSG00000167880.8	EVPL	6	65.999	7	10	3	27	39	1494	15	6	3	11	35
ENSG00000167881.15	SRP68	346	506	299	540	420	490.999	359.001	539.999	509.001	293	434.001	294	398
ENSG00000167889.13	MGAT5B	5	18	7.999	3	46.999	4	6	14	30	18	38	1	14
ENSG00000167895.15	TMC8	179	50	244	1100	375	130	165.001	174	244	235.999	298	302	196
ENSG00000167900.12	TK1	9	2	6	71	19	9	12	201.001	42	17	7	21	11
ENSG00000167904.16	TMEM68	122	140	114	96	116.999	93	100	80	123.001	73	113.001	134	111
ENSG00000167910.4	CYP7A1	6	7	1	3	1	1	3	0	8	1	1	1	2
ENSG00000167912.7	ENSG00000167912	16	43	17	20.319	33.51	69	59	15	100.001	48	28.001	17	59.999
ENSG00000167914.12	GSDMA	0	2	4	4	8	2	9	493	3	11	12	27	16
ENSG00000167916.5	KRT24	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167920.11	KRT10-AS1	31.999	82	46	27	71	52	37.999	54	92	23	50	49.001	58
ENSG00000167925.16	GHDC	237.999	288	178.999	255	280	265	242	177	480	185	270.001	289	198
ENSG00000167930.17	FAM234A	456	445.001	403.001	390.998	631.001	703.999	564.001	563	1068	701	451	489	417.998
ENSG00000167941.3	SOST	0	1	0	0	0	0	0	3	0	0	6	0	0
ENSG00000167962.15	ZNF598	182.001	256	178.001	453.913	309	283	165	536	363.001	208.996	216.001	167.001	234.999
ENSG00000167964.13	RAB26	0	5	0	4	1	1	0	2	3	0	3	0	0
ENSG00000167965.18	MLST8	131.001	127.999	105.999	141	142	125.999	103	184.001	236.001	143.999	101.001	160.999	121
ENSG00000167967.16	E4F1	279.999	284	193	423.999	356	306.999	221	241	426	278	225.999	171	289
ENSG00000167968.13	DNASE1L2	10	0	7	7	21	4	2	53	10	5	4	1	7
ENSG00000167969.13	ECI1	132.999	201	116.001	167.001	173.999	199.001	168	178.999	246	143	118.999	193.999	176
ENSG00000167971.16	CASKIN1	16	30	29	10	26	88	54	17	38	25	16	4	13
ENSG00000167972.14	ABCA3	295	248.999	284.001	308	595	413	273.001	224	688.999	458.001	292	209	467
ENSG00000167977.9	KCTD5	188	157	139.681	295	194	165.706	123	246	318	130	143.756	314	154
ENSG00000167978.17	SRRM2	5297.001	3877.999	4989.998	5053.999	8345.002	5738.001	5034.191	5591	6877	5142.998	6821.999	1805	5619
ENSG00000167981.7	ZNF597	98	104	100	126	94	92	86	48	178	66	82	104	147
ENSG00000167984.18	NLRC3	39	15	60	417	66	38	51	71	54	35	117	65	53
ENSG00000167985.7	SDHAF2	130.008	148.925	107.607	264.187	153.92	136.047	120.657	148.685	231.003	116.491	161.985	227.955	144.873
ENSG00000167986.15	DDB1	1933.003	3336	1603.001	2612	2123.002	2097.002	1647.001	2550.001	4278.001	1471.998	2258	2696	2120.001
ENSG00000167987.11	VPS37C	176	198	97	188	196	191	114	259	269	123	119	135	178
ENSG00000167992.14	VWCE	42	15.999	86	37	106.153	6	5	19	100	56.001	29.001	15	47
ENSG00000167994.13	RAB3IL1	453.001	307.001	309	292	358	445	381	332	710	154	218	180	402
ENSG00000167995.17	BEST1	314.001	115	200.999	124	529.999	91	58	75.001	275	257	224.001	181	143.999
ENSG00000167996.16	FTH1	14891.92	11375.067	5902.965	10959.022	9290.898	4884.921	4950.414	3792.98	10081.832	8450.874	6540.972	9582.899	6901.766
ENSG00000168000.16	BSCL2	147.506	140.269	105.716	103.063	102.755	173.473	78.064	91.982	218.281	78.893	113.796	144.571	85.801
ENSG00000168002.12	POLR2G	223.001	277	148	297.001	220.001	257.001	192	204.001	381.999	156.999	229.999	387	249.999
ENSG00000168003.18	SLC3A2	1722	740.999	501	1050.002	745.001	564.999	339.001	1036.999	1210	723.001	651.001	1319.998	754.999
ENSG00000168004.10	PLAAT5	17	19	16	7	51.001	7	7	16	48	28	29	34	70
ENSG00000168005.9	SPINDOC	93	110	75	194	108	108	70	81	148	93	93	66	86
ENSG00000168010.11	ATG16L2	609.001	193	555.001	457.001	859.996	336	306.002	352.001	471.999	597.999	742.999	225	438
ENSG00000168014.18	C2CD3	545	514.002	598	528.002	787.998	648	538.999	493	944.404	481	780	622.001	666
ENSG00000168016.15	TRANK1	959	520	846	970.001	1049	513	624	647.999	1187.999	565	1105	650	678.001
ENSG00000168026.19	TTC21A	87	78.001	67.001	54	100.999	46	40.001	29	84	57.999	73.001	48.001	74.999
ENSG00000168028.14	RPSA	2628.92	4545.992	1760.051	5637.76	2026.619	2416.924	2121.422	5113.884	3798.873	2091.937	2287.428	4158.367	2408.491
ENSG00000168032.10	ENTPD3	9	15	7	25	0	0	4	24	14	2	1	0	1
ENSG00000168036.18	CTNNB1	4690.999	13691.999	2850	6602.999	3715.998	6911	6659.001	4195.999	7813.999	3024.001	4331	4820	3793.997
ENSG00000168038.11	ULK4	226	228	162	195.001	167	96	123	204	267.001	148	156.999	220.001	210
ENSG00000168040.5	FADD	110	236	74	224	108	157	121	158	245	95	112	129	124
ENSG00000168056.18	LTBP3	2541	1895.999	2180.998	1268	2789	2669.998	2196	1278.999	3886	1900	1711.001	698	2493.999
ENSG00000168060.16	NAALADL1	71.001	116	34.999	51.001	57.999	105	62	47	105.001	40	27.999	63.999	30
ENSG00000168061.17	SAC3D1	15	42	24	49	48.001	45	35	55	63	50	23	33.999	47
ENSG00000168062.10	BATF2	17	66	44	21	102	52	31	15	79	19	96	93	46
ENSG00000168065.16	SLC22A11	4	61	0	27.999	1	40	19	21	57	0	1	3	2
ENSG00000168066.21	SF1	1214.998	1507	1166.999	2298	1919.001	1663	1274	1663.001	1914.001	1201	1529.001	893	1558.999
ENSG00000168067.12	MAP4K2	140	69.001	257	293.001	243.999	137.001	101	93	214.001	193.999	155.999	110	134.999
ENSG00000168070.12	MAJIN	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000168071.22	CCDC88B	370	63	515.999	824	847.002	151	138	221	328.001	597	462.001	258.001	378.999
ENSG00000168077.14	SCARA3	534	712	558	680	397	645	813	707	1221	237	257	135	1232
ENSG00000168078.10	PBK	2	1	1	18	1	3	7	49.001	7	3	2	8	1
ENSG00000168079.17	SCARA5	724	1887	1057	819	290	531	1034	999	2087.001	350.001	247	160	1051
ENSG00000168081.9	PNOC	0	0	0	38	0	0	0	0	0	0	0	0	0
ENSG00000168090.10	COPS6	235.999	369	205.001	350.001	293.999	286.002	258.001	335	406	205	265.999	265.999	282
ENSG00000168092.14	PAFAH1B2	1139	1333	829.999	1120	966	1241.999	1153.001	907	1703	831	1031.999	1250.999	1249
ENSG00000168096.15	ANKS3	242.999	246.999	199.998	243	291.997	232	158	151	375.999	221	209	114.999	245.001
ENSG00000168101.14	NUDT16L1	83.999	161.001	88.999	127	139	118	104	98	222	102.999	91.999	131	94
ENSG00000168116.14	KIAA1586	136	191.001	85.999	167.314	115	125	158.999	15	163.218	90.167	130.001	149	117
ENSG00000168118.12	RAB4A	242	300	237.001	277	242	242.999	263	194.001	451.001	206	227	330.001	246.001
ENSG00000168122.4	ZNF355P	0	6.607	1.039	2.282	0	7.33	14.851	0	0	13.339	2.298	9.919	21.028
ENSG00000168124.2	OR1F1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168126.3	OR2W6P	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000168129.8	DHFRP3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168131.4	OR2B2	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000168135.4	KCNJ4	1	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000168137.20	SETD5	2595	2635	2002.999	2246.998	2890	2617.001	2411	1997.999	2534	1558.001	2625.996	1987.001	2241.001
ENSG00000168140.5	VASN	289	201	115	539	116	485	319	564	298	109	54	75	239
ENSG00000168143.9	FAM83B	1	0	8	0	31	0	1	850	6	13	5	14	14
ENSG00000168148.4	H3-4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168152.13	THAP9	36	90	45	56	55	54	79	13	73	28	38	70	51
ENSG00000168158.4	OR2C1	1	1	7	1	7	1	4	2	8	3	2	3	4
ENSG00000168159.15	RNF187	533	780	444	507	654	738	554	826	1075	471	467	642	626
ENSG00000168172.9	HOOK3	1723	2355	1600.001	1671.001	1725	2366	2851	1204	2408.852	1390.999	2005	2256.001	2118
ENSG00000168175.15	MAPK1IP1L	717	819	585.999	1503	758	731	628.001	863	1051.001	451.999	751	867.001	688
ENSG00000168209.6	DDIT4	1729.001	389	645	1435.001	2317	250	242	402.999	637	756	3666.999	1223	394.001
ENSG00000168214.22	RBPJ	1284	1770.001	1004	1462.001	1035.001	1127.999	1326	959	1404	699	1407.001	1149.001	1376
ENSG00000168216.13	LMBRD1	609	1007	462	478.999	565.001	747	832.521	288	826.999	393.999	595.001	768.001	587
ENSG00000168228.16	ZCCHC4	125.999	207	135.999	121.001	155	167	181.001	119	182.999	109	123	117	153.999
ENSG00000168229.4	PTGDR	15	4	33	61	34	9	19	19	36	15	51	25	56
ENSG00000168234.13	TTC39C	146	112.999	178	315.999	248	219	193.999	494	333	167.999	206	182.999	198
ENSG00000168237.18	GLYCTK	134.001	111	155	167	239	176.999	129	183.999	243	125	205	154	199.001
ENSG00000168243.11	GNG4	28	2	19	27	5	2	1	7	45	11	44	4	4
ENSG00000168246.6	UBTD2	213	455	172	397	209	366	400	238	521	142	206	200	321
ENSG00000168255.20	POLR2J3	304.213	299.759	260.925	167.342	294.333	224.307	171.705	237.248	494.67	157.699	153.763	222.36	202.641
ENSG00000168256.18	NKIRAS2	249.999	167	156.001	331.002	222.001	208.999	155	270	327.001	178.999	161.999	223	177.001
ENSG00000168259.17	DNAJC7	939	815	607.999	920.001	740.999	682.001	608	591.001	863	555.001	766.999	825.998	772
ENSG00000168263.9	KCNV2	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000168264.11	IRF2BP2	2063	2576	1559	2056	2122.001	3011	2715	1979.001	2969	1442.001	2094	2132	2314.001
ENSG00000168267.7	PTF1A	0	0	0	0	0	0	1	0	0	1	1	0	0
ENSG00000168268.11	NT5DC2	126.999	178	106.002	242.001	212.998	828	507	396	495.001	139.999	133	115.001	269
ENSG00000168269.10	FOXI1	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000168273.8	SMIM4	33.999	67	30	56	51.001	57	42	25	48	24	28	54	41.001
ENSG00000168275.16	COA6	48	53.001	48	78	36	28.001	27.001	30	77	29	39	103	44
ENSG00000168280.18	KIF5C	105	495	136.999	573	470	1018	760	278	1881.998	134.999	784.001	175	243.999
ENSG00000168282.6	MGAT2	211	279	245	699	242	283	261	271	377	203	246	490	243
ENSG00000168283.14	BMI1	642.999	939.999	694.998	673	810.052	804.934	851	245.313	1104.001	648.999	721	871.648	824.981
ENSG00000168286.3	THAP11	161	247	142	300	194	225	204	230	324	160	191	206	190
ENSG00000168288.13	MMADHC	315.001	486.001	235	506	228	298	295.001	315	562	191	331	687	297.999
ENSG00000168291.13	PDHB	298.001	466	272	437.999	338	423.001	378.001	261	497.001	278	343	508	347.001
ENSG00000168297.16	PXK	409	440	281	490	325	423	494.999	219	396	255	381	295	324
ENSG00000168298.7	H1-4	1340	1632	1528	2492	826	1800	2484	4209	2422	1164	962	3103	1197
ENSG00000168300.14	PCMTD1	763.999	1228.999	810.001	948.999	821	754.999	1180.999	339.999	1166.999	558.001	876	1116.001	757.999
ENSG00000168301.13	KCTD6	73.001	138	70	112	89.999	97.001	113.001	35.999	100.001	49.999	90	78	68
ENSG00000168303.9	MPLKIP	147	265	190	218	228	216	223	93	148	125	217	195	213
ENSG00000168306.13	ACOX2	110	282	97.001	67	167.999	267.999	207	84	312.001	124	175.001	86.001	148
ENSG00000168309.18	FAM107A	146.999	151	127	69	144.999	38	20	127	209	133.999	171.999	75	156
ENSG00000168310.12	IRF2	337	334	267	316	376.999	382	338	188	346	207	390.001	427	336.001
ENSG00000168314.19	MOBP	2	1	1	4	0	2	0	0	1	0	0	0	1
ENSG00000168329.14	CX3CR1	235	33	1869	70	1865	342.001	513	129.001	1137	1068	1790.001	1857	956
ENSG00000168333.14	PPDPFL	0	2	0	0	0	0	2	7	0	0	0	0	0
ENSG00000168334.9	XIRP1	1	0	0	48	7	0	0	2	4	4	2	0	4
ENSG00000168348.4	INSM2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168350.8	DEGS2	9	8	10	15	13	9	15	258	9	11	12	12	8
ENSG00000168356.13	SCN11A	11	13	16.001	19	23	4	8	8	24	12	16	29	26
ENSG00000168367.11	LINC00917	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168374.11	ARF4	842	750	640	1307	758	899	678.999	888	1503.001	455.999	731	1257	806
ENSG00000168385.18	SEPTIN2	3370.002	3777	3151.001	3727.002	4367	4322.998	4098.001	2745.001	4972.998	3110.999	3354.997	4275	3404
ENSG00000168386.19	FILIP1L	685	496.999	391.999	1909	828	662	435.999	92	1184	236	1192	730.999	994
ENSG00000168389.18	MFSD2A	203	528	199.001	90	142	358.999	264.999	450	284.999	38.001	264	274.001	77
ENSG00000168393.13	DTYMK	41	60.001	55	99	81	80	79.001	129.999	113.001	80	66	94.999	80.001
ENSG00000168394.12	TAP1	565	295.001	245.999	1238.999	355	256	269.001	974.999	445	319	431	341	366.999
ENSG00000168395.16	ING5	339	459.999	333	452	437	445	332.001	281	521	341	348.001	201.001	374
ENSG00000168397.17	ATG4B	433.999	349.999	304	494	498	413.001	281	351.999	609.001	364.999	353.001	293.999	354.001
ENSG00000168398.7	BDKRB2	297	79	291	201	191.999	31	30	203	669	169	157	203	204.09
ENSG00000168404.13	MLKL	168.001	72.001	83	376	231.001	126	109	147.999	131.001	106	292.001	111.001	171
ENSG00000168405.18	CMAHP	232.999	183	177	388	171.001	109.001	210.001	148.002	244.999	160	194	221.998	237
ENSG00000168411.14	RFWD3	208.001	242	188	429.999	273	237.999	248	484	383	193.999	247	309	244.001
ENSG00000168412.6	MTNR1A	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168418.8	KCNG4	0	0	1	0	0	0	0	1	1	0	0	0	0
ENSG00000168421.13	RHOH	31	9	21.999	469.999	57	13	13	38	22	21	81.999	107	29
ENSG00000168427.9	KLHL30	11	27	2	11	12	4	4	8	5	4	8	5	9
ENSG00000168434.13	COG7	182	223.999	141.999	200	251	206	203	181.001	261	175	195.001	147	197
ENSG00000168438.15	CDC40	322	420	254	439	304	365	424	180	332	206	350	411	338
ENSG00000168439.17	STIP1	642.998	394	406.001	1096.002	652.001	631.999	358	707.999	824	370	495	649	545
ENSG00000168447.11	SCNN1B	1	7	0	29	2	0	0	75	1	0	0	2	5
ENSG00000168453.16	HR	86	978.999	103.999	292	155	1770	1139.999	1404	231	237	237.999	158	257
ENSG00000168454.13	TXNDC2	1	1	1	2	3	0	4	0	1	3	0	2	1
ENSG00000168461.13	RAB31	1434	467	1169.999	1364	2056	618	706.001	881.999	1526	1785.999	1556	2837	961.999
ENSG00000168476.12	REEP4	154.999	47	92.999	141.001	134.001	71	76	209.999	120	131	103	144.001	94
ENSG00000168477.19	TNXB	9511.083	9686.138	7229.751	5823	5148.591	11544.758	7118.644	17168.72	27588.929	3036.002	3957	729.288	13794.171
ENSG00000168481.9	LGI3	0	68	1	1	1	0	0	27	1	8	2	0	1
ENSG00000168484.13	SFTPC	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168487.20	BMP1	555.998	185.001	419.002	526.999	700	413.999	280	417	768.999	536	420.999	319	420.001
ENSG00000168488.19	ATXN2L	698	479	536	877.999	973	596.999	483.999	716.999	778.002	603.001	569.999	274	621.002
ENSG00000168490.14	PHYHIP	67	49	72	38	98	75	79	90	242.001	212	64	60	105
ENSG00000168491.10	CCDC110	2	30	1	14	0	4	8	1	6	2	2	0	4
ENSG00000168495.13	POLR3D	304	302	315	466	442	379	279.999	299	469.999	269	344.999	270	357.001
ENSG00000168496.4	FEN1	38	71	34	172	86	61	45	181	125	55	64	112	66
ENSG00000168497.5	CAVIN2	705	713	320	759	273	252	241	212	1008	279	564	349	315
ENSG00000168502.18	MTCL1	139	118	139	110.019	232.999	280.001	167.999	266	411.999	270	280.001	209	174.999
ENSG00000168505.7	GBX2	1	0	1	0	0	0	0	0	3	2	7	0	0
ENSG00000168509.20	HJV	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000168515.3	SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168517.11	HEXIM2	20	52	35.001	23	45	44	28	24	58	32	24	37	30
ENSG00000168522.13	FNTA	700	1086.848	716	878.999	799	1187	1179.209	482.001	1071.999	755.998	812.938	987.002	953.998
ENSG00000168528.12	SERINC2	6	2	8	28	8	0	0	114	36	14	15	18	7
ENSG00000168530.16	MYL1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168538.16	TRAPPC11	593	731.001	479.001	570	571.001	510	611	406	752	396.001	599.001	732.999	588.001
ENSG00000168539.4	CHRM1	0	44	2	3	0	0	0	0	0	0	0	0	1
ENSG00000168542.16	COL3A1	55776.001	14446	32867.999	80831	32499.001	19912	33218.999	38582.001	96349.999	13695	14238	22610	14144
ENSG00000168546.11	GFRA2	43	258	52	133.001	155	1426	963.999	472.001	829	303.001	36	79.999	216
ENSG00000168556.7	ING2	37	43	38	47	29	37	46	18	59	48	43	68	51
ENSG00000168564.6	CDKN2AIP	166	325	145	236	174.999	194	201	90	232.999	122.999	178	232	203.999
ENSG00000168566.13	SNRNP48	168	280	169	219	212	183	266	71	174.999	124	165	111	174
ENSG00000168569.8	TMEM223	54.001	73	48	108	70	56	81	85.001	108	50	57	124	62.999
ENSG00000168575.10	SLC20A2	791.001	568	655	547.001	884.001	573.001	448.999	680.002	1334.999	761	748.001	835.999	714
ENSG00000168582.5	CRYGA	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168589.15	DYNLRB2	0	3	0	3	1	1	2	2	2	0	4	6	4
ENSG00000168591.16	TMUB2	261	239	231	337.001	341.998	267	229.999	206.998	381.001	223	269.001	232.001	254
ENSG00000168594.15	ADAM29	0	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000168610.16	STAT3	4294	2202.999	2171.001	6536.998	3118.998	2387	2067.998	5112.999	5134	1948.001	3023.003	3317.998	3489.001
ENSG00000168612.5	ZSWIM1	61	90	53	97	75	109	90	133	118	63	84	56	90
ENSG00000168615.13	ADAM9	1408	763	791	1678.001	1091.001	644	773	957	1383.001	946	1068.001	2341.999	1124
ENSG00000168619.16	ADAM18	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168621.15	GDNF	13	80	0	171	46	42	68	81	96	13	77	83.999	8
ENSG00000168630.3	SPINT5P	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168631.13	MUCL3	1	1	3	0	3	0	0	1	1	4	4	0	1
ENSG00000168634.5	WFDC13	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168646.14	AXIN2	138.001	127	133.337	106	136.999	148.272	134.72	271	271.419	106	219	85.001	179
ENSG00000168653.11	NDUFS5	244	509	196	536	196	260	224	299	547	193	279	558	357
ENSG00000168658.19	VWA3B	12	1	7	1	11	0	0	0	4	8	13	10	7
ENSG00000168661.15	ZNF30	35	49	46	38	54	63	53	29.001	45	45	55	40	44
ENSG00000168671.10	UGT3A2	4	0	0	1	2	1	2	4	8	0	0	1	1
ENSG00000168672.4	LRATD2	140	722	91	186	121	72	111	276	140	108	127	94	171
ENSG00000168675.19	LDLRAD4	1561.999	806.999	1279.998	1660.999	1895	534	881	820.999	1256.999	870.999	2360	2690.999	1078.001
ENSG00000168676.11	KCTD19	2	0	0	5	8	1	1	0	2	0	3	1	0
ENSG00000168679.18	SLC16A4	282	536.999	187.001	174.999	266	350	412	113	511	186.999	332.999	282	215.999
ENSG00000168685.15	IL7R	106	18	54	2132.002	112	43	86	189	104	24	376	75.999	45
ENSG00000168701.19	TMEM208	97	99.999	82	190	132.999	127	84	179	169	94	116.001	182.999	129
ENSG00000168702.18	LRP1B	449	81	69	51.003	97	620	559	157	341	106	116	164	297.052
ENSG00000168703.5	WFDC12	0	0	0	0	0	0	0	55	0	0	0	0	0
ENSG00000168710.18	AHCYL1	811.999	1110.999	584	1240	863	984	829	954	1410.002	625	969	880	817.001
ENSG00000168724.17	DNAJC21	367	470.999	377.998	652.001	481	470	495	200.025	471	441.999	431	505	590
ENSG00000168734.14	PKIG	582.001	752	317	431.999	299.001	891	528	357.999	970	286.001	415	1064	604.999
